theatre_id;title;author;director;url;start_date;end_date;salle;type;editorspick
odeon;Sturbzep;;Le Zerep, Sophie Perez;https://www.theatre-odeon.eu/fr/saison-2026-2027/spectacles-2026-2027/le-zerep-sophie-perez-la-satiete-du-spectacle-chapitre-germanopratin-sturbzep-s26-27;26/05/2027;29/05/2027;Odéon Paris 6;théâtre;
colline;Redemption Song;Léonora Miano;Léonora Miano;https://www.colline.fr/spectacles/redemption-song;18/09/2026;11/10/2026;Grand théâtre;théâtre;
colline;Orso et moi;Géraldine Martineau;Justine Heynemann;https://www.colline.fr/spectacles/orso-et-moi;23/09/2026;17/10/2026;Petit théâtre;théâtre;
colline;La mort du Môme;Sébastien Kheroufi;Sébastien Kheroufi;https://www.colline.fr/spectacles/la-mort-du-mome;06/11/2026;12/12/2026;Grand théâtre;théâtre;
colline;Celle qui doute;Isabelle Lafon;Isabelle Lafon;https://www.colline.fr/spectacles/celle-qui-doute;12/11/2026;12/12/2026;Petit théâtre;théâtre;
colline;Amadoca;Sofia Andrukhovych;Jules Audry;https://www.colline.fr/spectacles/amadoca;07/01/2027;31/01/2027;Petit théâtre;théâtre;
colline;L'Ange du foyer;Emma Dante;Emma Dante;https://www.colline.fr/spectacles/lange-du-foyer;13/01/2027;07/02/2027;Grand théâtre;théâtre;
colline;Rituel 4 : Le Grand Débat;;Émilie Rousset et Louise Hémon;https://www.colline.fr/spectacles/rituel-4-le-grand-debat;23/02/2027;26/03/2027;Petit théâtre;théâtre;
colline;Le Serment d'Europe;Wajdi Mouawad;Wajdi Mouawad;https://www.colline.fr/spectacles/le-serment-deurope-0;10/03/2027;10/04/2027;Grand théâtre;théâtre;
colline;La guerre n'a pas un visage de femme;Svetlana Alexievitch;Julie Deliquet;https://www.colline.fr/spectacles/la-guerre-na-pas-un-visage-de-femme;06/05/2027;28/05/2027;Grand théâtre;théâtre;
colline;Le Silence;Guillaume Poix;Lorraine de Sagazan;https://www.colline.fr/spectacles/le-silence;18/05/2027;12/06/2027;Petit théâtre;théâtre;
chatelet;Point Nemo;;Stef Aerts, Joé Agemans, Marie Vinck (FC Bergman);https://www.chatelet.com/programmation/26-27/point-nemo/;25/09/2026;29/09/2026;Grande Salle;théâtre;
chatelet;La Fin des temps;Haruki Murakami;Philippe Decouflé;https://www.chatelet.com/programmation/26-27/la-fin-des-temps/;16/10/2026;21/10/2026;Grande Salle;théâtre;
chatelet;La Cage aux folles;Jean Poiret;Olivier Py;https://www.chatelet.com/programmation/26-27/la-cage-aux-folles-lsm/;30/10/2026;14/11/2026;La Seine Musicale à Boulogne-Billancourt;théâtre;
chatelet;Les Misérables;Victor Hugo;Ladislas Chollat;https://www.chatelet.com/programmation/26-27/les-miserables-2026/;11/11/2026;10/01/2027;Grande Salle;théâtre;
chatelet;Company;George Furth;James Bonas;https://www.chatelet.com/programmation/26-27/company/;30/03/2027;11/04/2027;Grande Salle;théâtre;
theatre-de-la-ville;Casting Lear;Andrea Jiménez;Andrea Jiménez et Úrsula Martínez;https://www.theatredelaville-paris.com/fr/spectacles/saison-26-27/theatre/casting-lear-andrea-jimenez;10/09/2026;18/09/2026;Les Abbesses;théâtre;
theatre-de-la-ville;The Other Place, After Antigone;Alexander Zeldin;Alexander Zeldin;https://www.theatredelaville-paris.com/fr/spectacles/saison-26-27/theatre/the-other-place-after-antigone-alexander-zeldin;19/09/2026;26/09/2026;Sarah Bernhardt - Grande salle;théâtre;
theatre-de-la-ville;The Last Hamlet;;Ben Duke;https://www.theatredelaville-paris.com/fr/spectacles/saison-26-27/danse/the-last-hamlet-ben-duke;22/09/2026;30/09/2026;Les Abbesses;théâtre;
theatre-de-la-ville;Tanto Poco;Marco Lodoli;Cécile Garcia Fogel;https://www.theatredelaville-paris.com/fr/spectacles/saison-26-27/theatre/tanto-poco-cecile-garcia-fogel;23/09/2026;03/10/2026;Sarah Bernhardt - Studio;théâtre;
theatre-de-la-ville;Antigone;;Alan Lucien Øyen;https://www.theatredelaville-paris.com/fr/spectacles/saison-26-27/danse/alan-lucien-oyen-antigone;01/10/2026;07/10/2026;Sarah Bernhardt - Grande salle;théâtre;
theatre-de-la-ville;Mi Madre y el Dinero;;Anacarsis Ramos;https://www.theatredelaville-paris.com/fr/spectacles/saison-26-27/theatre/mi-madre-y-el-dinero-anacarsis-ramos;02/10/2026;05/10/2026;Sarah Bernhardt - Coupole;théâtre;
theatre-de-la-ville;L'Enfant unique;David Lescot;David Lescot;https://www.theatredelaville-paris.com/fr/spectacles/saison-26-27/theatre/david-lescot-lenfant-unique;07/10/2026;17/10/2026;Les Abbesses;théâtre;
theatre-de-la-ville;Juliet & Romeo;;Ben Duke;https://www.theatredelaville-paris.com/fr/spectacles/saison-26-27/danse/juliet-romeo-ben-duke;24/10/2026;28/10/2026;Les Abbesses;théâtre;
theatre-de-la-ville;Offspring (A Modern Frankenstein);Mary Wollstonecraft Shelley;Emily Terndrup;https://www.theatredelaville-paris.com/fr/spectacles/saison-26-27/danse/emily-terndrup-offspring-a-modern-frankenstein;30/10/2026;01/11/2026;Sarah Bernhardt - Coupole;théâtre;
theatre-de-la-ville;Krapp's Last Tape (La Dernière bande);Samuel Beckett;Vicky Featherstone;https://www.theatredelaville-paris.com/fr/spectacles/saison-26-27/theatre/samuel-beckett-krapps-last-tape-la-derniere-bande;03/11/2026;07/11/2026;Les Abbesses;théâtre;
theatre-de-la-ville;The Maker (Le Créateur);;Dan Colley;https://www.theatredelaville-paris.com/fr/spectacles/saison-26-27/enfance-jeunesse/the-maker-le-createur;05/11/2026;08/11/2026;Sarah Bernhardt - Coupole;théâtre;
theatre-de-la-ville;J'ai une théorie;Scali Delpeyrat;Scali Delpeyrat;https://www.theatredelaville-paris.com/fr/spectacles/saison-26-27/theatre/jai-une-theorie-scali-delpeyrat;10/11/2026;20/11/2026;Sarah Bernhardt - Studio;théâtre;
theatre-de-la-ville;The Curing Line;Michael Gallen;Shawn Fitzgerald Ahern, Michael Gallen;https://www.theatredelaville-paris.com/fr/spectacles/saison-26-27/theatre/the-curing-line-michael-gallen;27/11/2026;28/11/2026;Sarah Bernhardt - Grande salle;théâtre;
rond-point;Histoires de crevettes;Hotel Modern;Arthur Sauer;https://www.theatredurondpoint.fr/fr/programmation/saison-26-27/theatre/histoires-de-crevettes-1;18/09/2026;27/09/2026;Salle Renaud-Barrault;performance;
rond-point;Mon Frère;François Gremaud;François Gremaud;https://www.theatredurondpoint.fr/fr/programmation/saison-26-27/theatre/mon-frere-1;18/09/2026;27/09/2026;Salle Tardieu;théâtre;
rond-point;Les Chambres closes;Élise Lhomeau;Nicolas Giuliani;https://www.theatredurondpoint.fr/fr/programmation/saison-26-27/theatre/les-chambres-closes;18/09/2026;27/09/2026;Salle Topor;théâtre;
rond-point;L’Âge tendre;George Brant;Laurent Fréchuret;https://www.theatredurondpoint.fr/fr/programmation/saison-26-27/theatre/l-age-tendre;30/09/2026;17/10/2026;Salle Topor;théâtre;
rond-point;De lumière;Azilys Tanneau;Jean-Baptiste Tur;https://www.theatredurondpoint.fr/fr/programmation/saison-26-27/theatre/de-lumiere-1;01/10/2026;11/10/2026;Salle Tardieu;théâtre;
rond-point;Merci de votre collaboration;Lola Lafon;Emmanuel Noblet;https://www.theatredurondpoint.fr/fr/programmation/saison-26-27/theatre/merci-de-votre-collaboration;04/11/2026;14/11/2026;Salle Renaud-Barrault;théâtre;
rond-point;Diskoteekki;Nicole Genovese;Claude Vanessa;https://www.theatredurondpoint.fr/fr/programmation/saison-26-27/theatre/diskoteekki-1;18/11/2026;22/11/2026;Salle Renaud-Barrault;théâtre;
rond-point;Mode d’emploi pour metteur en scène en temps de guerre;Hannan Ishay;Ido Shaked;https://www.theatredurondpoint.fr/fr/programmation/saison-26-27/theatre/mode-d-emploi-pour-metteur-en-scene-en-temps-de-guerre;18/11/2026;28/11/2026;Salle Topor;théâtre;
rond-point;Yaourt;Thomas Poitevin;;https://www.theatredurondpoint.fr/fr/programmation/saison-26-27/theatre/yaourt;19/11/2026;28/11/2026;Salle Tardieu;théâtre;
rond-point;Ceci n’est pas une religion;Élodie Émery;Sonia Desprez;https://www.theatredurondpoint.fr/fr/programmation/saison-26-27/theatre/ceci-n-est-pas-une-religion;02/12/2026;12/12/2026;Salle Topor;théâtre;
rond-point;1, 2, 3 Poquelin;;;https://www.theatredurondpoint.fr/fr/programmation/saison-26-27/theatre/1-2-3-poquelin;03/12/2026;06/12/2026;Salle Renaud-Barrault;théâtre;
rond-point;Amour, Gloire et Ciment !;Johanny Bert;Johanny Bert;https://www.theatredurondpoint.fr/fr/programmation/saison-26-27/marionnettes-contemporaines/amour-gloire-et-ciment;09/12/2026;19/12/2026;Salle Tardieu;marionnettes;
